Timestamp,Event
2026-07-31 23:38:59,Application Started
2026-07-31 23:38:59,Camera Initialized
2026-07-31 23:38:59,Face Detected
2026-07-31 23:41:58,Application Started
2026-07-31 23:41:58,Camera Initialized
2026-07-31 23:41:58,Face Detected
2026-07-31 23:48:21,Application Started
2026-07-31 23:48:21,Camera Initialized
2026-07-31 23:48:21,Face Detected
